Accident,Center_Lat,Center_Long,Date,Time,Event,Conditions,EventBefore,ConditionBefore,Hour,DayFrame,Temperature,Temp_Max,Temp_Min,Daily_Relative_Temp,Monthly_Relative_Temp,WeekDay,WeekEnd,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Weekday,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
0,35.12198833,-85.32628823,8/12/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,527,5,8,11,0,0,2
0,35.12198833,-85.32628823,2/26/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,527,6,8,11,0,0,2
0,35.08253164,-85.29569583,8/12/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,353,5,14,15,0,7,16
0,35.08253164,-85.29569583,1/7/17,16:00:00,,,,,16,4,,,,,,0,1,,,,,,,,,353,5,14,15,0,7,16
0,35.12669956,-85.28060053,1/1/17,22:00:00,,,,,22,1,,,,,,0,1,,,,,,,,,659,6,13,8,0,7,17
0,35.12669956,-85.28060053,8/23/17,12:00:00,,,,,12,3,,,,,,1,0,,,,,,,,,659,2,13,8,0,7,17
0,35.12669956,-85.28060053,3/30/17,11:00:00,,,,,11,3,,,,,,1,0,,,,,,,,,659,3,13,8,0,7,17
0,35.12669956,-85.28060053,6/2/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,659,4,13,8,0,7,17
0,35.00483641,-85.27703402,2/22/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,33,2,21,25,0,7,18
0,35.11675172,-85.31183853,3/27/17,12:00:00,,,,,12,3,,,,,,1,0,,,,,,,,,529,0,10,11,0,7,12
0,35.11675172,-85.31183853,11/4/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,529,5,10,11,0,7,12
0,35.11675172,-85.31183853,1/29/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,529,6,10,11,0,7,12
0,35.04113627,-85.24029671,12/10/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,233,6,23,18,0,7,26
0,35.01231778,-85.08329338,2/5/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,5/21/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,5/14/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,12/31/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,1/15/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,8/27/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.01231778,-85.08329338,10/1/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
0,35.08060598,-85.27084721,10/22/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
0,35.08060598,-85.27084721,7/23/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
0,35.08060598,-85.27084721,11/12/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
0,35.06827325,-85.13941059,6/30/17,5:00:00,,,,,5,2,,,,,,1,0,,,,,,,,,639,4,33,9,0,2,1
0,35.06827325,-85.13941059,2/4/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,639,5,33,9,0,2,1
0,35.06827325,-85.13941059,6/6/17,7:00:00,,,,,7,2,,,,,,1,0,,,,,,,,,639,1,33,9,0,2,1
0,35.06827325,-85.13941059,4/6/17,6:00:00,,,,,6,2,,,,,,1,0,,,,,,,,,639,3,33,9,0,2,1
0,35.09123052,-85.22198825,12/9/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,586,5,22,10,1,4,6
0,35.08208934,-85.15785894,10/29/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,676,6,30,8,0,0,1
0,35.08208934,-85.15785894,9/3/17,21:00:00,,,,,21,1,,,,,,0,1,,,,,,,,,676,6,30,8,0,0,1
0,35.08208934,-85.15785894,12/9/17,23:00:00,,,,,23,1,,,,,,0,1,,,,,,,,,676,5,30,8,0,0,1
0,35.06224838,-85.22032018,7/25/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,408,1,24,14,0,-1,-1
0,35.06224838,-85.22032018,2/19/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,408,6,24,14,0,-1,-1
0,35.08276443,-85.1402302,10/29/17,19:00:00,,,,,19,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
0,35.08276443,-85.1402302,7/8/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
0,35.08276443,-85.1402302,12/30/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
0,35.08276443,-85.1402302,5/14/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
0,35.08276443,-85.1402302,5/28/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
0,35.08276443,-85.1402302,9/16/17,22:00:00,,,,,22,1,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
0,35.02801728,-85.20422597,5/6/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,238,5,28,18,0,7,6
0,35.02801728,-85.20422597,3/25/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,238,5,28,18,0,7,6
0,35.08253164,-85.29569583,10/8/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,353,6,14,15,0,7,16
0,35.03188986,-85.25388852,4/29/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,164,5,22,20,0,7,17
0,35.06954698,-85.18187718,7/16/17,17:00:00,,,,,17,4,,,,,,0,1,,,,,,,,,547,6,28,11,0,5,4
0,35.06954698,-85.18187718,8/5/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
0,35.06954698,-85.18187718,8/27/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,547,6,28,11,0,5,4
0,35.06954698,-85.18187718,11/4/17,19:00:00,,,,,19,1,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
0,35.06954698,-85.18187718,5/27/17,13:00:00,,,,,13,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
0,35.07135629,-85.28444246,12/16/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,310,5,16,16,0,7,14
0,35.07135629,-85.28444246,7/2/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
0,35.07135629,-85.28444246,6/11/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
0,35.07135629,-85.28444246,2/11/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,310,5,16,16,0,7,14
0,35.07135629,-85.28444246,11/26/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
0,35.07135629,-85.28444246,9/10/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
0,35.11039386,-85.17713976,10/28/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,778,5,26,5,0,9,3
0,35.11039386,-85.17713976,3/12/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,778,6,26,5,0,9,3
0,35.13525522,-85.28463537,10/19/17,19:00:00,,,,,19,1,,,,,,1,0,,,,,,,,,696,3,12,7,0,7,12
0,35.13525522,-85.28463537,9/24/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,696,6,12,7,0,7,12
0,35.13525522,-85.28463537,2/5/17,2:00:00,,,,,2,1,,,,,,0,1,,,,,,,,,696,6,12,7,0,7,12
0,35.13525522,-85.28463537,1/11/17,20:00:00,,,,,20,1,,,,,,1,0,,,,,,,,,696,2,12,7,0,7,12
0,35.02344692,-85.1721851,1/21/17,23:00:00,,,,,23,1,,,,,,0,1,,,,,,,,,281,5,32,17,1,7,18
0,35.02344692,-85.1721851,9/3/17,21:00:00,,,,,21,1,,,,,,0,1,,,,,,,,,281,6,32,17,1,7,18
0,35.08060598,-85.27084721,2/5/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
0,35.05315973,-85.07851165,1/19/17,19:00:00,,,,,19,1,,,,,,1,0,,,,,,,,,687,3,41,8,0,7,14
0,35.05315973,-85.07851165,7/5/17,22:00:00,,,,,22,1,,,,,,1,0,,,,,,,,,687,2,41,8,0,7,14
0,35.05315973,-85.07851165,9/15/17,23:00:00,,,,,23,1,,,,,,1,0,,,,,,,,,687,4,41,8,0,7,14
0,35.05315973,-85.07851165,6/6/17,3:00:00,,,,,3,1,,,,,,1,0,,,,,,,,,687,1,41,8,0,7,14
0,35.05315973,-85.07851165,4/11/17,1:00:00,,,,,1,1,,,,,,1,0,,,,,,,,,687,1,41,8,0,7,14
0,35.02055207,-85.32032337,10/8/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,27,6,15,25,0,4,9
0,35.02055207,-85.32032337,4/9/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,27,6,15,25,0,4,9
0,35.06996136,-85.31969426,12/3/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,222,6,12,18,1,7,16
0,35.0681819,-85.21712863,5/21/17,14:00:00,,,,,14,4,,,,,,0,1,,,,,,,,,453,6,24,13,0,7,2
0,35.0681819,-85.21712863,1/13/17,13:00:00,,,,,13,4,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
0,35.0681819,-85.21712863,12/1/17,17:00:00,,,,,17,4,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
0,35.0681819,-85.21712863,6/2/17,6:00:00,,,,,6,2,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
0,35.0681819,-85.21712863,5/27/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,453,5,24,13,0,7,2
0,35.04638095,-85.25472834,12/3/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
0,35.04638095,-85.25472834,1/1/17,17:00:00,,,,,17,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
0,35.04638095,-85.25472834,2/17/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,231,4,21,18,0,7,8
0,35.04638095,-85.25472834,4/2/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
0,35.04638095,-85.25472834,1/8/17,16:00:00,,,,,16,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
0,35.04638095,-85.25472834,5/28/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
0,35.01546493,-85.22822132,5/6/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,137,5,26,21,0,7,21
0,35.01546493,-85.22822132,6/24/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,137,5,26,21,0,7,21
0,35.07750618,-85.12580022,1/29/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,718,6,34,7,0,2,1
0,35.07750618,-85.12580022,1/22/17,4:00:00,,,,,4,1,,,,,,0,1,,,,,,,,,718,6,34,7,0,2,1
0,35.02333328,-85.24986156,3/19/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,134,6,23,21,0,7,23
0,35.02333328,-85.24986156,3/11/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,134,5,23,21,0,7,23
0,35.11534936,-85.34710977,8/12/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,435,5,6,13,0,7,13
0,35.11534936,-85.34710977,7/17/17,9:00:00,,,,,9,2,,,,,,1,0,,,,,,,,,435,0,6,13,0,7,13
0,35.11534936,-85.34710977,5/16/17,16:00:00,,,,,16,4,,,,,,1,0,,,,,,,,,435,1,6,13,0,7,13
0,35.11534936,-85.34710977,3/17/17,14:00:00,,,,,14,4,,,,,,1,0,,,,,,,,,435,4,6,13,0,7,13
0,35.11534936,-85.34710977,12/17/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,435,6,6,13,0,7,13
0,35.11534936,-85.34710977,11/27/17,7:00:00,,,,,7,2,,,,,,1,0,,,,,,,,,435,0,6,13,0,7,13
0,35.0715753,-85.12899867,7/15/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,680,5,34,8,0,2,1
0,35.06664269,-85.33009898,5/14/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
0,35.06664269,-85.33009898,1/7/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,186,5,11,19,0,7,7
0,35.06664269,-85.33009898,12/31/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
0,34.99715912,-85.10009449,5/6/17,21:00:00,,,,,21,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
0,34.99715912,-85.10009449,11/11/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
0,34.99715912,-85.10009449,8/26/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
0,34.99715912,-85.10009449,9/11/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,291,0,42,17,0,7,7
0,34.99715912,-85.10009449,4/25/17,13:00:00,,,,,13,4,,,,,,1,0,,,,,,,,,291,1,42,17,0,7,7
0,34.99715912,-85.10009449,8/5/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
0,34.99715912,-85.10009449,1/2/17,11:00:00,,,,,11,3,,,,,,1,0,,,,,,,,,291,0,42,17,0,7,7
0,34.99890107,-85.28021865,2/4/17,17:00:00,,,,,17,4,,,,,,0,1,,,,,,,,,14,5,21,26,0,7,20
0,34.99890107,-85.28021865,7/16/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,14,6,21,26,0,7,20
0,35.0715753,-85.12899867,7/8/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,680,5,34,8,0,2,1
0,35.03470285,-85.10573114,12/15/17,9:00:00,,,,,9,2,,,,,,1,0,,,,,,,,,513,4,39,12,0,7,14
0,35.03470285,-85.10573114,8/10/17,6:00:00,,,,,6,2,,,,,,1,0,,,,,,,,,513,3,39,12,0,7,14
0,35.03470285,-85.10573114,5/30/17,11:00:00,,,,,11,3,,,,,,1,0,,,,,,,,,513,1,39,12,0,7,14
0,35.03996325,-85.12015232,3/12/17,20:00:00,,,,,20,1,,,,,,0,1,,,,,,,,,511,6,37,12,0,7,12
0,35.03996325,-85.12015232,8/27/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,511,6,37,12,0,7,12
0,35.03996325,-85.12015232,8/12/17,11:00:00,,,,,11,3,,,,,,0,1,,,,,,,,,511,5,37,12,0,7,12
0,35.04919414,-85.10654473,7/15/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,602,5,38,10,0,7,2
0,35.04919414,-85.10654473,6/15/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,602,3,38,10,0,7,2
0,35.04919414,-85.10654473,8/6/17,13:00:00,,,,,13,4,,,,,,0,1,,,,,,,,,602,6,38,10,0,7,2
0,34.99628053,-85.27300582,3/5/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,15,6,22,26,0,7,15
0,34.99890107,-85.28021865,4/2/17,16:00:00,,,,,16,4,,,,,,0,1,,,,,,,,,14,6,21,26,0,7,20
0,34.99890107,-85.28021865,7/29/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,14,5,21,26,0,7,20
0,35.00242,-85.11450879,12/31/17,21:00:00,,,,,21,1,,,,,,0,1,,,,,,,,,289,6,40,17,0,7,9
0,35.00242,-85.11450879,7/30/17,23:00:00,,,,,23,1,,,,,,0,1,,,,,,,,,289,6,40,17,0,7,9
0,35.09259671,-85.18672688,2/11/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,672,5,26,8,0,7,13
0,35.09259671,-85.18672688,7/30/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,672,6,26,8,0,7,13
0,35.0345116,-85.26110377,4/22/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,163,5,21,20,0,7,16
0,35.05579177,-85.08572264,12/14/17,12:00:00,,,,,12,3,,,,,,1,0,,,,,,,,,686,3,40,8,0,7,5
0,35.05579177,-85.08572264,7/5/17,9:00:00,,,,,9,2,,,,,,1,0,,,,,,,,,686,2,40,8,0,7,5
0,35.05579177,-85.08572264,4/18/17,5:00:00,,,,,5,2,,,,,,1,0,,,,,,,,,686,1,40,8,0,7,5
0,35.05579177,-85.08572264,3/28/17,11:00:00,,,,,11,3,,,,,,1,0,,,,,,,,,686,1,40,8,0,7,5
0,35.05579177,-85.08572264,9/17/17,4:00:00,,,,,4,1,,,,,,0,1,,,,,,,,,686,6,40,8,0,7,5
0,35.05579177,-85.08572264,8/4/17,3:00:00,,,,,3,1,,,,,,1,0,,,,,,,,,686,4,40,8,0,7,5
0,35.0603852,-85.11777018,12/6/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,642,2,36,9,0,7,11
0,35.09702255,-85.29654319,10/21/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
0,35.09702255,-85.29654319,7/1/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
0,35.10033817,-85.28613331,6/25/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,488,6,14,12,0,7,11
0,35.09702255,-85.29654319,4/30/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,442,6,13,13,0,7,2
0,35.08860637,-85.21476944,12/3/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,587,6,23,10,1,7,9
0,35.08997049,-85.17950917,5/2/17,0:00:00,,,,,0,1,,,,,,1,0,,,,,,,,,673,1,27,8,0,7,8
0,35.08997049,-85.17950917,5/11/17,22:00:00,,,,,22,1,,,,,,1,0,,,,,,,,,673,3,27,8,0,7,8
0,35.08997049,-85.17950917,7/24/17,20:00:00,,,,,20,1,,,,,,1,0,,,,,,,,,673,0,27,8,0,7,8
0,35.08997049,-85.17950917,10/10/17,11:00:00,,,,,11,3,,,,,,1,0,,,,,,,,,673,1,27,8,0,7,8
0,35.11437519,-85.14908824,10/1/17,9:00:00,,,,,9,2,,,,,,0,1,,,,,,,,,840,6,29,3,0,7,8
0,35.11437519,-85.14908824,6/3/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,840,5,29,3,0,7,8
0,35.11437519,-85.14908824,4/22/17,23:00:00,,,,,23,1,,,,,,0,1,,,,,,,,,840,5,29,3,0,7,8
0,35.09400107,-85.07372419,1/1/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,876,6,39,2,0,0,3
0,35.0590892,-85.07531039,2/12/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,725,6,41,7,0,7,10
0,35.06664269,-85.33009898,10/1/17,18:00:00,,,,,18,1,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
0,35.06664269,-85.33009898,2/18/17,0:00:00,,,,,0,1,,,,,,0,1,,,,,,,,,186,5,11,19,0,7,7
0,35.06664269,-85.33009898,5/14/17,3:00:00,,,,,3,1,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
0,35.06664269,-85.33009898,12/10/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
0,35.08267297,-85.21796202,5/13/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,542,5,23,11,0,7,7
0,35.04830962,-85.2795661,6/17/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,193,5,18,19,0,7,7
0,34.99103821,-85.25858159,10/20/17,4:00:00,,,,,4,1,,,,,,1,0,,,,,,,,,17,4,24,26,0,7,12
0,34.99103821,-85.25858159,3/16/17,22:00:00,,,,,22,1,,,,,,1,0,,,,,,,,,17,3,24,26,0,7,12
0,34.99103821,-85.25858159,2/9/17,21:00:00,,,,,21,1,,,,,,1,0,,,,,,,,,17,3,24,26,0,7,12
0,34.99103821,-85.25858159,10/3/17,2:00:00,,,,,2,1,,,,,,1,0,,,,,,,,,17,1,24,26,0,7,12
0,35.03905873,-85.2931549,4/23/17,15:00:00,,,,,15,4,,,,,,0,1,,,,,,,,,128,6,17,21,0,7,14
0,35.06873585,-85.27722322,9/17/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,311,6,17,16,0,-1,-1
0,35.06873585,-85.27722322,8/20/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,311,6,17,16,0,-1,-1
0,35.11107158,-85.15950495,1/14/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,811,5,28,4,0,7,15
0,35.11107158,-85.15950495,11/11/17,10:00:00,,,,,10,3,,,,,,0,1,,,,,,,,,811,5,28,4,0,7,15
0,35.03929079,-85.13777186,6/11/17,8:00:00,,,,,8,2,,,,,,0,1,,,,,,,,,464,6,35,13,0,7,14
0,35.07022565,-85.16425118,2/4/17,2:00:00,,,,,2,1,,,,,,0,1,,,,,,,,,594,5,30,10,0,7,5
0,35.07022565,-85.16425118,6/3/17,1:00:00,,,,,1,1,,,,,,0,1,,,,,,,,,594,5,30,10,0,7,5
0,35.04113627,-85.24029671,5/14/17,12:00:00,,,,,12,3,,,,,,0,1,,,,,,,,,233,6,23,18,0,7,26
0,35.02333328,-85.24986156,9/2/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,134,5,23,21,0,7,23
0,35.07921512,-85.30610305,11/19/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,307,6,13,16,0,7,12
0,35.07921512,-85.30610305,2/12/17,7:00:00,,,,,7,2,,,,,,0,1,,,,,,,,,307,6,13,16,0,7,12
0,35.07921512,-85.30610305,12/24/17,5:00:00,,,,,5,2,,,,,,0,1,,,,,,,,,307,6,13,16,0,7,12
0,35.11151344,-85.29739074,11/23/17,10:00:00,,,,,10,3,,,,,,1,0,,,,,,,,,531,3,12,11,0,7,19
0,35.11151344,-85.29739074,4/9/17,6:00:00,,,,,6,2,,,,,,0,1,,,,,,,,,531,6,12,11,0,7,19
