Clear,Cloudy,DayFrame,DayOfWeek,FUNC_CLASS,Foggy,Grid_Num,Hour,Join_Count,NBR_LANES,Rain,RainBefore,Snow,TY_TERRAIN,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed
0,1,1,6,11.0,0,4,4,38,4.0,0,0,0,2.0,1579424400,0,0.97,29.05,0.69,0.0,38.39,8.48
1,0,2,6,11.0,0,4,8,38,4.0,0,0,0,2.0,1579438800,0,0.22,21.9,0.65,0.0,32.49,7.36
1,0,3,6,11.0,0,4,12,38,4.0,0,0,0,2.0,1579453200,0,0.03,21.2,0.5,0.0,38.05,10.09
1,0,4,6,11.0,0,4,16,38,4.0,0,0,0,2.0,1579467600,0,0.01,23.41,0.5,0.0007,40.73,10.59
1,0,1,6,11.0,0,4,20,38,4.0,0,0,0,2.0,1579482000,0,0.0,17.7,0.54,0.0007,32.41,8.67
1,0,1,6,11.0,0,4,23,38,4.0,0,0,0,2.0,1579492800,0,0.0,14.44,0.57,0.0011,27.84,8.97
0,1,1,6,16.0,0,5,0,11,2.0,0,0,0,2.0,1579410000,0,0.98,45.37,0.83,0.0005,50.3,7.09
0,1,1,6,16.0,0,5,4,11,2.0,0,0,0,2.0,1579424400,0,0.97,29.01,0.69,0.0,38.46,8.43
1,0,2,6,16.0,0,5,8,11,2.0,0,0,0,2.0,1579438800,0,0.22,21.71,0.64,0.0,32.4,7.28
1,0,3,6,16.0,0,5,12,11,2.0,0,0,0,2.0,1579453200,0,0.03,21.38,0.5,0.0,38.36,10.09
1,0,4,6,16.0,0,5,16,11,2.0,0,0,0,2.0,1579467600,0,0.01,23.23,0.48,0.0007,41.21,10.59
1,0,1,6,16.0,0,5,20,11,2.0,0,0,0,2.0,1579482000,0,0.0,17.71,0.53,0.0007,32.88,8.67
1,0,1,6,16.0,0,5,23,11,2.0,0,0,0,2.0,1579492800,0,0.0,14.3,0.56,0.0011,28.04,8.97
0,1,1,6,19.0,0,6,0,14,1.0,0,0,0,3.0,1579410000,0,0.98,45.31,0.83,0.0005,50.3,6.99
0,1,1,6,19.0,0,6,4,14,1.0,0,0,0,3.0,1579424400,0,0.96,29.02,0.68,0.0,38.53,8.37
1,0,2,6,19.0,0,6,8,14,1.0,0,0,0,3.0,1579438800,0,0.22,21.71,0.64,0.0,32.44,7.18
1,0,3,6,19.0,0,6,12,14,1.0,0,0,0,3.0,1579453200,0,0.03,21.43,0.5,0.0,38.41,10.06
1,0,4,6,19.0,0,6,16,14,1.0,0,0,0,3.0,1579467600,0,0.01,23.24,0.48,0.0007,41.31,10.56
1,0,1,6,19.0,0,6,20,14,1.0,0,0,0,3.0,1579482000,0,0.0,17.73,0.53,0.0007,32.97,8.67
1,0,1,6,19.0,0,6,23,14,1.0,0,0,0,3.0,1579492800,0,0.0,14.31,0.56,0.0011,28.1,8.99
0,1,1,6,19.0,0,7,0,0,2.0,0,0,0,2.0,1579410000,0,0.98,43.17,0.87,0.0005,46.69,6.65
0,1,1,6,19.0,0,7,4,0,2.0,0,0,0,2.0,1579424400,0,0.96,28.8,0.69,0.0,38.2,8.2
1,0,2,6,19.0,0,7,8,0,2.0,0,0,0,2.0,1579438800,0,0.22,21.5,0.65,0.0,32.01,6.92
1,0,3,6,19.0,0,7,12,0,2.0,0,0,0,2.0,1579453200,0,0.03,18.93,0.5,0.0,35.56,10.03
1,0,4,6,19.0,0,7,16,0,2.0,0,0,0,2.0,1579467600,0,0.01,20.34,0.52,0.0007,36.52,10.52
1,0,1,6,19.0,0,7,20,0,2.0,0,0,0,2.0,1579482000,0,0.0,15.76,0.57,0.0007,29.2,8.66
1,0,1,6,19.0,0,7,23,0,2.0,0,0,0,2.0,1579492800,0,0.0,12.19,0.56,0.001,25.61,9.01
0,1,1,6,19.0,0,8,0,3,2.0,0,0,0,2.0,1579410000,0,0.98,42.54,0.88,0.0004,46.03,6.54
0,1,1,6,19.0,0,8,4,3,2.0,0,0,0,2.0,1579424400,0,0.96,28.59,0.69,0.0,37.91,8.13
1,0,2,6,19.0,0,8,8,3,2.0,0,0,0,2.0,1579438800,0,0.22,21.43,0.65,0.0,31.81,6.82
1,0,3,6,19.0,0,8,12,3,2.0,0,0,0,2.0,1579453200,0,0.03,18.74,0.51,0.0,35.28,10.0
1,0,4,6,19.0,0,8,16,3,2.0,0,0,0,2.0,1579467600,0,0.0,19.58,0.52,0.0007,35.62,10.49
1,0,1,6,19.0,0,8,20,3,2.0,0,0,0,2.0,1579482000,0,0.0,15.33,0.57,0.0007,28.71,8.65
1,0,1,6,19.0,0,8,23,3,2.0,0,0,0,2.0,1579492800,0,0.0,11.57,0.56,0.0011,24.99,9.02
0,1,1,6,17.0,0,9,0,5,2.0,0,0,0,3.0,1579410000,0,0.98,43.36,0.88,0.0004,46.82,6.43
0,1,1,6,17.0,0,9,4,5,2.0,0,0,0,3.0,1579424400,0,0.95,29.01,0.69,0.0,38.37,8.08
1,0,2,6,17.0,0,9,8,5,2.0,0,0,0,3.0,1579438800,0,0.22,21.65,0.65,0.0,32.12,6.75
1,0,3,6,17.0,0,9,12,5,2.0,0,0,0,3.0,1579453200,0,0.03,19.04,0.51,0.0,35.62,10.01
1,0,4,6,17.0,0,9,16,5,2.0,0,0,0,3.0,1579467600,0,0.0,20.53,0.51,0.0007,36.78,10.49
1,0,1,6,17.0,0,9,20,5,2.0,0,0,0,3.0,1579482000,0,0.0,15.92,0.57,0.0007,29.41,8.66
1,0,1,6,17.0,0,9,23,5,2.0,0,0,0,3.0,1579492800,0,0.0,12.31,0.56,0.0011,25.78,9.03
0,1,1,6,16.0,0,10,0,30,2.0,0,0,0,3.0,1579410000,0,0.98,44.65,0.88,0.0004,48.17,6.32
0,1,1,6,16.0,0,10,4,30,2.0,0,0,0,3.0,1579424400,0,0.95,29.44,0.68,0.0,38.95,8.0
1,0,2,6,16.0,0,10,8,30,2.0,0,0,0,3.0,1579438800,0,0.22,22.16,0.65,0.0,32.66,6.64
1,0,3,6,16.0,0,10,12,30,2.0,0,0,0,3.0,1579453200,0,0.03,19.73,0.51,0.0,36.24,9.98
1,0,4,6,16.0,0,10,16,30,2.0,0,0,0,3.0,1579467600,0,0.0,21.8,0.51,0.0007,38.52,10.46
1,0,1,6,16.0,0,10,20,30,2.0,0,0,0,3.0,1579482000,0,0.01,17.06,0.56,0.0007,30.76,8.65
1,0,1,6,16.0,0,10,23,30,2.0,0,0,0,3.0,1579492800,0,0.0,13.3,0.56,0.001,26.81,9.04
0,1,1,6,19.0,0,11,0,6,2.0,0,0,0,2.0,1579410000,0,0.98,45.72,0.86,0.0004,49.77,6.2
0,1,1,6,19.0,0,11,4,6,2.0,0,0,0,2.0,1579424400,0,0.95,30.03,0.7,0.0,39.13,7.95
1,0,2,6,19.0,0,11,8,6,2.0,0,0,0,2.0,1579438800,0,0.22,22.71,0.66,0.0,32.85,6.57
1,0,3,6,19.0,0,11,12,6,2.0,0,0,0,2.0,1579453200,0,0.03,21.33,0.51,0.0,37.95,9.98
1,0,4,6,19.0,0,11,16,6,2.0,0,0,0,2.0,1579467600,0,0.0,23.47,0.49,0.0007,41.12,10.46
1,0,1,6,19.0,0,11,20,6,2.0,0,0,0,2.0,1579482000,0,0.01,17.92,0.54,0.0007,32.73,8.65
1,0,1,6,19.0,0,11,23,6,2.0,0,0,0,2.0,1579492800,0,0.0,14.56,0.56,0.0011,28.14,9.05
0,1,1,6,19.0,0,12,0,37,2.0,0,0,0,2.0,1579410000,0,0.98,45.55,0.85,0.0004,49.88,6.1
0,1,1,6,19.0,0,12,4,37,2.0,0,0,0,2.0,1579424400,0,0.95,30.07,0.7,0.0,39.19,7.88
1,0,2,6,19.0,0,12,8,37,2.0,0,0,0,2.0,1579438800,0,0.22,22.69,0.66,0.0,32.85,6.47
1,0,3,6,19.0,0,12,12,37,2.0,0,0,0,2.0,1579453200,0,0.03,21.52,0.51,0.0,38.16,9.95
1,0,4,6,19.0,0,12,16,37,2.0,0,0,0,2.0,1579467600,0,0.0,23.53,0.49,0.0007,41.4,10.43
1,0,1,6,19.0,0,12,20,37,2.0,0,0,0,2.0,1579482000,0,0.01,17.81,0.53,0.0007,32.99,8.64
1,0,1,6,19.0,0,12,23,37,2.0,0,0,0,2.0,1579492800,0,0.0,14.58,0.56,0.001,28.3,9.05
0,1,1,6,19.0,0,13,0,5,2.0,0,0,0,2.0,1579410000,0,0.98,45.36,0.84,0.0004,50.01,5.98
0,1,1,6,19.0,0,13,4,5,2.0,0,0,0,2.0,1579424400,0,0.94,30.07,0.69,0.0,39.27,7.83
1,0,2,6,19.0,0,13,8,5,2.0,0,0,0,2.0,1579438800,0,0.22,22.56,0.66,0.0,32.81,6.4
1,0,3,6,19.0,0,13,12,5,2.0,0,0,0,2.0,1579453200,0,0.03,21.6,0.51,0.0,38.38,9.96
1,0,4,6,19.0,0,13,16,5,2.0,0,0,0,2.0,1579467600,0,0.0,23.43,0.48,0.0007,41.71,10.42
1,0,1,6,19.0,0,13,20,5,2.0,0,0,0,2.0,1579482000,0,0.01,17.78,0.53,0.0007,33.28,8.65
1,0,1,6,19.0,0,13,23,5,2.0,0,0,0,2.0,1579492800,0,0.0,14.5,0.55,0.001,28.45,9.06
0,1,1,6,19.0,0,14,0,17,2.0,0,0,0,2.0,1579410000,0,0.98,45.33,0.84,0.0004,49.99,5.87
0,1,1,6,19.0,0,14,4,17,2.0,0,0,0,2.0,1579424400,0,0.94,30.11,0.69,0.0,39.34,7.75
1,0,2,6,19.0,0,14,8,17,2.0,0,0,0,2.0,1579438800,0,0.22,22.6,0.66,0.0,32.86,6.3
1,0,3,6,19.0,0,14,12,17,2.0,0,0,0,2.0,1579453200,0,0.03,21.65,0.51,0.0,38.4,9.93
1,0,4,6,19.0,0,14,16,17,2.0,0,0,0,2.0,1579467600,0,0.0,23.45,0.48,0.0007,41.79,10.39
1,0,1,6,19.0,0,14,20,17,2.0,0,0,0,2.0,1579482000,0,0.01,17.8,0.52,0.0007,33.35,8.63
1,0,1,6,19.0,0,14,23,17,2.0,0,0,0,2.0,1579492800,0,0.0,14.51,0.55,0.001,28.51,9.06
0,1,1,6,,0,15,0,1,,0,0,0,,1579410000,0,0.98,45.32,0.84,0.0004,50.0,5.74
0,1,1,6,,0,15,4,1,,0,0,0,,1579424400,0,0.94,30.17,0.69,0.0,39.44,7.7
1,0,2,6,,0,15,8,1,,0,0,0,,1579438800,0,0.22,22.59,0.65,0.0,32.96,6.24
1,0,3,6,,0,15,12,1,,0,0,0,,1579453200,0,0.03,21.63,0.5,0.0,38.53,9.94
1,0,4,6,,0,15,16,1,,0,0,0,,1579467600,0,0.0,23.41,0.47,0.0007,41.99,10.39
1,0,1,6,,0,15,20,1,,0,0,0,,1579482000,0,0.01,17.8,0.52,0.0007,33.45,8.64
1,0,1,6,,0,15,23,1,,0,0,0,,1579492800,0,0.0,14.5,0.55,0.001,28.58,9.08
0,1,1,6,19.0,0,16,0,9,2.0,0,0,0,2.0,1579410000,0,0.98,45.35,0.84,0.0004,49.93,5.63
0,1,1,6,19.0,0,16,4,9,2.0,0,0,0,2.0,1579424400,0,0.93,30.28,0.69,0.0,39.51,7.61
1,0,2,6,19.0,0,16,8,9,2.0,0,0,0,2.0,1579438800,0,0.22,22.72,0.65,0.0,33.04,6.14
1,0,3,6,19.0,0,16,12,9,2.0,0,0,0,2.0,1579453200,0,0.03,21.66,0.5,0.0,38.5,9.92
1,0,4,6,19.0,0,16,16,9,2.0,0,0,0,2.0,1579467600,0,0.0,23.46,0.47,0.0007,42.01,10.35
1,0,1,6,19.0,0,16,20,9,2.0,0,0,0,2.0,1579482000,0,0.01,17.81,0.52,0.0007,33.44,8.62
1,0,1,6,19.0,0,16,23,9,2.0,0,0,0,2.0,1579492800,0,0.0,14.55,0.55,0.001,28.61,9.08
0,1,1,6,19.0,0,17,0,18,2.0,0,0,0,2.0,1579410000,0,0.97,45.45,0.85,0.0004,49.86,5.51
0,1,1,6,19.0,0,17,4,18,2.0,0,0,0,2.0,1579424400,0,0.93,30.46,0.7,0.0,39.6,7.56
1,0,2,6,19.0,0,17,8,18,2.0,0,0,0,2.0,1579438800,0,0.22,22.89,0.66,0.0,33.1,6.08
1,0,3,6,19.0,0,17,12,18,2.0,0,0,0,2.0,1579453200,0,0.03,21.6,0.5,0.0,38.43,9.92
1,0,4,6,19.0,0,17,16,18,2.0,0,0,0,2.0,1579467600,0,0.0,23.48,0.48,0.0007,41.98,10.35
1,0,1,6,19.0,0,17,20,18,2.0,0,0,0,2.0,1579482000,0,0.01,17.81,0.52,0.0007,33.4,8.63
1,0,1,6,19.0,0,17,23,18,2.0,0,0,0,2.0,1579492800,0,0.0,14.6,0.55,0.001,28.6,9.09
0,1,1,6,19.0,0,18,0,188,2.0,0,0,0,2.0,1579410000,0,0.97,45.76,0.87,0.0004,49.55,5.39
0,1,1,6,19.0,0,18,4,188,2.0,0,0,0,2.0,1579424400,0,0.92,30.63,0.7,0.0,39.68,7.47
1,0,2,6,19.0,0,18,8,188,2.0,0,0,0,2.0,1579438800,0,0.22,23.22,0.66,0.0,33.25,5.99
1,0,3,6,19.0,0,18,12,188,2.0,0,0,0,2.0,1579453200,0,0.03,21.4,0.51,0.0,38.02,9.9
1,0,4,6,19.0,0,18,16,188,2.0,0,0,0,2.0,1579467600,0,0.0,23.44,0.48,0.0007,41.58,10.31
1,0,1,6,19.0,0,18,20,188,2.0,0,0,0,2.0,1579482000,0,0.01,18.03,0.54,0.0006,33.02,8.61
1,0,1,6,19.0,0,18,23,188,2.0,0,0,0,2.0,1579492800,0,0.0,14.64,0.56,0.001,28.41,9.09
0,1,1,6,19.0,0,20,0,45,2.0,0,0,0,2.0,1579410000,0,0.99,46.12,0.88,0.0004,49.47,5.14
0,1,1,6,19.0,0,20,4,45,2.0,0,0,0,2.0,1579424400,0,0.91,30.92,0.7,0.0,40.0,7.31
1,0,2,6,19.0,0,20,8,45,2.0,0,0,0,2.0,1579438800,0,0.22,23.43,0.66,0.0,33.41,5.85
1,0,3,6,19.0,0,20,12,45,2.0,0,0,0,2.0,1579453200,0,0.03,21.44,0.51,0.0,38.06,9.89
1,0,4,6,19.0,0,20,16,45,2.0,0,0,0,2.0,1579467600,0,0.0,23.37,0.48,0.0007,41.37,10.27
1,0,1,6,19.0,0,20,20,45,2.0,0,0,0,2.0,1579482000,0,0.0,17.83,0.55,0.0006,32.36,8.6
1,0,1,6,19.0,0,20,23,45,2.0,0,0,0,2.0,1579492800,0,0.0,14.22,0.56,0.001,27.94,9.21
0,1,1,6,19.0,0,21,0,1,2.0,0,0,0,2.0,1579410000,0,0.98,45.64,0.87,0.0003,49.41,4.59
0,1,1,6,19.0,0,21,4,1,2.0,0,0,0,2.0,1579424400,0,0.88,31.04,0.69,0.0,40.28,7.39
1,0,2,6,19.0,0,21,8,1,2.0,0,0,0,2.0,1579438800,0,0.23,23.3,0.67,0.0,33.2,5.93
1,0,3,6,19.0,0,21,12,1,2.0,0,0,0,2.0,1579453200,0,0.04,21.24,0.5,0.0,38.39,10.12
1,0,4,6,19.0,0,21,16,1,2.0,0,0,0,2.0,1579467600,0,0.0,22.73,0.45,0.0005,42.48,10.5
1,0,1,6,19.0,0,21,20,1,2.0,0,0,0,2.0,1579482000,0,0.0,17.54,0.52,0.0,33.52,9.01
1,0,1,6,19.0,0,21,23,1,2.0,0,0,0,2.0,1579492800,0,0.0,14.59,0.55,0.0,28.58,9.32
0,1,1,6,19.0,0,22,0,3,2.0,0,0,0,2.0,1579410000,0,0.98,45.58,0.87,0.0004,49.35,4.61
0,1,1,6,19.0,0,22,4,3,2.0,0,0,0,2.0,1579424400,0,0.88,31.02,0.69,0.0,40.28,7.38
1,0,2,6,19.0,0,22,8,3,2.0,0,0,0,2.0,1579438800,0,0.23,23.3,0.67,0.0,33.19,5.89
1,0,3,6,19.0,0,22,12,3,2.0,0,0,0,2.0,1579453200,0,0.04,21.22,0.5,0.0,38.39,10.13
1,0,4,6,19.0,0,22,16,3,2.0,0,0,0,2.0,1579467600,0,0.0,22.73,0.45,0.0006,42.46,10.53
1,0,1,6,19.0,0,22,20,3,2.0,0,0,0,2.0,1579482000,0,0.0,17.52,0.52,0.0006,33.47,9.07
1,0,1,6,19.0,0,22,23,3,2.0,0,0,0,2.0,1579492800,0,0.0,14.58,0.55,0.0008,28.56,9.37
0,1,1,6,19.0,0,23,0,0,2.0,0,0,0,2.0,1579410000,0,0.98,45.56,0.87,0.0004,49.37,4.59
0,1,1,6,19.0,0,23,4,0,2.0,0,0,0,2.0,1579424400,0,0.89,31.06,0.69,0.0,40.29,7.49
1,0,2,6,19.0,0,23,8,0,2.0,0,0,0,2.0,1579438800,0,0.23,23.28,0.67,0.0,33.19,5.92
1,0,3,6,19.0,0,23,12,0,2.0,0,0,0,2.0,1579453200,0,0.04,21.22,0.5,0.0,38.41,10.14
1,0,4,6,19.0,0,23,16,0,2.0,0,0,0,2.0,1579467600,0,0.0,22.69,0.45,0.0006,42.44,10.56
1,0,1,6,19.0,0,23,20,0,2.0,0,0,0,2.0,1579482000,0,0.0,17.48,0.51,0.0006,33.47,9.11
1,0,1,6,19.0,0,23,23,0,2.0,0,0,0,2.0,1579492800,0,0.0,14.51,0.55,0.0008,28.54,9.37
0,1,1,6,19.0,0,24,0,10,2.0,0,0,0,2.0,1579410000,0,0.98,45.5,0.87,0.0004,49.27,4.62
0,1,1,6,19.0,0,24,4,10,2.0,0,0,0,2.0,1579424400,0,0.9,31.06,0.69,0.0,40.27,7.48
1,0,2,6,19.0,0,24,8,10,2.0,0,0,0,2.0,1579438800,0,0.23,23.33,0.67,0.0,33.18,5.86
1,0,3,6,19.0,0,24,12,10,2.0,0,0,0,2.0,1579453200,0,0.05,21.16,0.5,0.0,38.35,10.14
1,0,4,6,19.0,0,24,16,10,2.0,0,0,0,2.0,1579467600,0,0.0,22.71,0.45,0.0006,42.34,10.6
1,0,1,6,19.0,0,24,20,10,2.0,0,0,0,2.0,1579482000,0,0.0,17.45,0.52,0.0006,33.36,9.17
1,0,1,6,19.0,0,24,23,10,2.0,0,0,0,2.0,1579492800,0,0.0,14.52,0.55,0.0009,28.49,9.44
0,1,1,6,19.0,0,25,0,6,2.0,0,0,0,2.0,1579410000,0,0.98,45.59,0.88,0.0004,49.07,4.61
0,1,1,6,19.0,0,25,4,6,2.0,0,0,0,2.0,1579424400,0,0.91,31.13,0.7,0.0,40.25,7.58
1,0,2,6,19.0,0,25,8,6,2.0,0,0,0,2.0,1579438800,0,0.23,23.47,0.67,0.0,33.23,5.9
1,0,3,6,19.0,0,25,12,6,2.0,0,0,0,2.0,1579453200,0,0.05,20.84,0.5,0.0,37.98,10.16
1,0,4,6,19.0,0,25,16,6,2.0,0,0,0,2.0,1579467600,0,0.0,22.45,0.46,0.0007,41.91,10.63
1,0,1,6,19.0,0,25,20,6,2.0,0,0,0,2.0,1579482000,0,0.0,17.49,0.52,0.0006,33.0,9.22
1,0,1,6,19.0,0,25,23,6,2.0,0,0,0,2.0,1579492800,0,0.0,14.47,0.56,0.0009,28.26,9.45
0,1,1,6,19.0,0,26,0,2,2.0,0,0,0,2.0,1579410000,0,0.98,45.46,0.88,0.0004,48.91,4.64
0,1,1,6,19.0,0,26,4,2,2.0,0,0,0,2.0,1579424400,0,0.91,31.1,0.7,0.0,40.22,7.58
1,0,2,6,19.0,0,26,8,2,2.0,0,0,0,2.0,1579438800,0,0.23,23.5,0.67,0.0,33.2,5.82
1,0,3,6,19.0,0,26,12,2,2.0,0,0,0,2.0,1579453200,0,0.05,20.71,0.5,0.0,37.83,10.16
1,0,4,6,19.0,0,26,16,2,2.0,0,0,0,2.0,1579467600,0,0.0,22.36,0.46,0.0007,41.68,10.67
1,0,1,6,19.0,0,26,20,2,2.0,0,0,0,2.0,1579482000,0,0.0,17.48,0.53,0.0006,32.81,9.29
1,0,1,6,19.0,0,26,23,2,2.0,0,0,0,2.0,1579492800,0,0.0,14.39,0.56,0.0009,28.15,9.53
0,1,1,6,,0,27,0,1,,0,0,0,,1579410000,0,0.97,44.9,0.86,0.0005,48.98,8.21
0,1,1,6,,0,27,4,1,,0,0,0,,1579424400,0,0.98,27.92,0.67,0.0,37.86,9.01
1,0,2,6,,0,27,8,1,,0,0,0,,1579438800,0,0.22,21.07,0.63,0.0,32.28,8.19
1,0,3,6,,0,27,12,1,,0,0,0,,1579453200,0,0.03,19.66,0.5,0.0,36.72,10.2
1,0,4,6,,0,27,16,1,,0,0,0,,1579467600,0,0.01,21.68,0.51,0.0007,38.17,10.72
1,0,1,6,,0,27,20,1,,0,0,0,,1579482000,0,0.0,16.98,0.57,0.0007,30.47,8.69
1,0,1,6,,0,27,23,1,,0,0,0,,1579492800,0,0.0,13.52,0.57,0.001,26.57,8.93
0,1,1,6,11.0,0,28,0,125,4.0,0,0,0,2.0,1579410000,0,0.98,45.62,0.86,0.0004,49.7,7.22
0,1,1,6,11.0,0,28,4,125,4.0,0,0,0,2.0,1579424400,0,0.97,28.96,0.69,0.0,38.41,8.47
1,0,2,6,11.0,0,28,8,125,4.0,0,0,0,2.0,1579438800,0,0.22,21.99,0.65,0.0,32.61,7.34
1,0,3,6,11.0,0,28,12,125,4.0,0,0,0,2.0,1579453200,0,0.03,20.85,0.5,0.0,37.64,10.05
1,0,4,6,11.0,0,28,16,125,4.0,0,0,0,2.0,1579467600,0,0.01,23.21,0.5,0.0007,40.17,10.57
1,0,1,6,11.0,0,28,20,125,4.0,0,0,0,2.0,1579482000,0,0.0,17.86,0.56,0.0007,31.92,8.67
1,0,1,6,11.0,0,28,23,125,4.0,0,0,0,2.0,1579492800,0,0.0,14.32,0.57,0.0011,27.6,8.99
0,1,1,6,19.0,0,29,0,7,1.0,0,0,0,3.0,1579410000,0,0.98,45.37,0.83,0.0004,50.23,7.1
0,1,1,6,19.0,0,29,4,7,1.0,0,0,0,3.0,1579424400,0,0.97,29.0,0.69,0.0,38.44,8.42
1,0,2,6,19.0,0,29,8,7,1.0,0,0,0,3.0,1579438800,0,0.22,21.79,0.64,0.0,32.45,7.26
1,0,3,6,19.0,0,29,12,7,1.0,0,0,0,3.0,1579453200,0,0.03,21.4,0.5,0.0,38.31,10.05
1,0,4,6,19.0,0,29,16,7,1.0,0,0,0,3.0,1579467600,0,0.01,23.31,0.49,0.0007,41.11,10.56
1,0,1,6,19.0,0,29,20,7,1.0,0,0,0,3.0,1579482000,0,0.0,17.68,0.53,0.0007,32.76,8.67
1,0,1,6,19.0,0,29,23,7,1.0,0,0,0,3.0,1579492800,0,0.0,14.33,0.56,0.0011,28.01,8.99
0,1,1,6,16.0,0,30,0,28,2.0,0,0,0,2.0,1579410000,0,0.98,45.31,0.83,0.0004,50.23,7.0
0,1,1,6,16.0,0,30,4,28,2.0,0,0,0,2.0,1579424400,0,0.96,29.03,0.68,0.0,38.5,8.35
1,0,2,6,16.0,0,30,8,28,2.0,0,0,0,2.0,1579438800,0,0.22,21.82,0.64,0.0,32.48,7.15
1,0,3,6,16.0,0,30,12,28,2.0,0,0,0,2.0,1579453200,0,0.03,21.46,0.5,0.0,38.36,10.02
1,0,4,6,16.0,0,30,16,28,2.0,0,0,0,2.0,1579467600,0,0.01,23.32,0.49,0.0007,41.21,10.53
1,0,1,6,16.0,0,30,20,28,2.0,0,0,0,2.0,1579482000,0,0.0,17.7,0.53,0.0007,32.85,8.66
1,0,1,6,16.0,0,30,23,28,2.0,0,0,0,2.0,1579492800,0,0.0,14.33,0.56,0.0011,28.08,9.0
0,1,1,6,19.0,0,31,0,0,2.0,0,0,0,2.0,1579410000,0,0.98,45.34,0.83,0.0004,50.2,6.88
0,1,1,6,19.0,0,31,4,0,2.0,0,0,0,2.0,1579424400,0,0.96,29.19,0.69,0.0,38.6,8.3
1,0,2,6,19.0,0,31,8,0,2.0,0,0,0,2.0,1579438800,0,0.22,21.93,0.65,0.0,32.52,7.07
1,0,3,6,19.0,0,31,12,0,2.0,0,0,0,2.0,1579453200,0,0.03,21.47,0.5,0.0,38.34,10.02
1,0,4,6,19.0,0,31,16,0,2.0,0,0,0,2.0,1579467600,0,0.01,23.33,0.49,0.0007,41.25,10.53
1,0,1,6,19.0,0,31,20,0,2.0,0,0,0,2.0,1579482000,0,0.0,17.71,0.53,0.0007,32.89,8.66
1,0,1,6,19.0,0,31,23,0,2.0,0,0,0,2.0,1579492800,0,0.0,14.35,0.56,0.0011,28.12,9.0
0,1,1,6,19.0,0,32,0,7,2.0,0,0,0,2.0,1579410000,0,0.98,42.97,0.87,0.0004,46.5,6.56
